country,order_value_eur,cost,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
Portugal,52209.31,41480.3,2019-03-26,Beauty,Mcclure Inc,Celine Tumasian,Corene Shirer,Pc,05-2772504
Sweden,83782.11,67310.55,2019-02-10,Electronics,"Christiansen, Donnelly And Bechtelar",Maxie Marrow,Madelon Bront,Pc,42-2439801
Portugal,166367.16,135788.88,2020-11-02,Beauty,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,Pc,82-8353642
Uk,167615.14,135567.12,2020-12-30,Smartphones,Johns And Sons,Jessamine Apark,Winny Agnolo,Pc,16-5450021
Sweden,118030.7,97304.51,2019-09-04,Electronics,"Dickinson, Hyatt And Berge",Maxie Marrow,Madelon Bront,Pc,80-1021367
Netherlands,102073.04,81770.71,2020-03-02,Outdoors,"Farrell, Swaniawski And Crist",Denice Amberg,Nero Harbisher,Mobile,03-3076058
Finland,99989.89,81191.79,2019-11-15,Appliances,Corwin And Sons,Hube Corey,Wat Bowkley,Pc,92-4440351
Sweden,79407.28,64383.42,2020-07-21,Accessories,"Jacobson, Marvin And Brown",Maxie Marrow,Alyosha Meah,Pc,15-3268783
France,184431.48,153059.69,2019-12-07,Books,Johns And Sons,Othello Bowes,Ora Grennan,Mobile,44-7664180
Portugal,144725.34,115056.65,2019-01-15,Smartphones,Wisoky Inc,Celine Tumasian,Aurelie Wren,Pc,92-7042708
Uk,21921.66,18802.21,2020-03-05,Smartphones,"Swaniawski, Runolfsson And Green",Jessamine Apark,Jay Morefield,Tablet,21-8595718
Portugal,21341.66,16930.34,2019-03-28,Games,Romaguera-Haley,Celine Tumasian,Smitty Culverhouse,Pc,06-4611284
Sweden,84537.2,69405.04,2020-01-19,Games,"Keeling, Monahan And Pollich",Maxie Marrow,Tarrah Castelletti,Mobile,04-4730440
France,40544.43,32666.65,2020-08-01,Books,Johns And Sons,Othello Bowes,Ora Grennan,Pc,89-7467187
Finland,178189.57,153421.22,2019-08-09,Games,Johns And Sons,Hube Corey,Mellicent Mattys,Pc,37-7100862
France,36276.11,28748.82,2019-03-23,Games,Johns And Sons,Othello Bowes,Ora Grennan,Pc,20-9472915
Sweden,36181.81,29698.03,2020-10-27,Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,Tablet,82-8836162
Uk,66613.31,55462.24,2019-09-25,Electronics,Labadie And Sons,Jessamine Apark,Genevra Charrisson,Pc,38-8230515
Ireland,77278.68,62951.21,2020-10-02,Smartphones,Dibbert Inc,Glenine Suttaby,Palm Wetherald,Pc,46-8792953
Uk,149938.36,123579.2,2020-11-14,Appliances,Johns And Sons,Jessamine Apark,Jay Morefield,Pc,93-0380487
Spain,123953.65,101939.48,2019-05-08,Beauty,Wiza And Sons,Emalia Dinse,Perri Aldersley,Pc,44-2650716
Sweden,73773.6,58421.31,2020-01-21,Books,Tromp Llc,Maxie Marrow,Caro Morfield,Mobile,78-7812852
Portugal,206869.73,180928.27,2020-07-20,Electronics,"Spencer, Rogahn And Muller",Celine Tumasian,Corene Shirer,Pc,11-2653878
France,63690.72,53455.62,2020-08-27,Electronics,Hegmann Group,Othello Bowes,Crysta Halls,Mobile,74-9856135
Uk,18897.97,16469.58,2020-02-16,Other,Hessel-Stiedemann,Jessamine Apark,Winny Agnolo,Mobile,22-8551804
Portugal,134807.18,108047.95,2020-12-29,Beauty,"Zieme, Bailey And Herzog",Celine Tumasian,Corene Shirer,Pc,76-2368068
Uk,47082.67,37882.72,2020-06-30,Games,"Schowalter, Lesch And Beahan",Jessamine Apark,Winny Agnolo,Pc,83-0606533
Portugal,41016.31,32985.32,2019-05-09,Beauty,Homenick-Marvin,Celine Tumasian,Corene Shirer,Tablet,84-1745028
Sweden,43243.45,37764.5,2019-05-16,Clothing,Johns And Sons,Maxie Marrow,Alyosha Meah,Pc,63-2957047
Sweden,88832.28,71501.1,2019-12-23,Electronics,"Murray, Reichel And Nolan",Maxie Marrow,Tarrah Castelletti,Pc,90-3993986
France,173456.4,149866.33,2019-09-25,Books,Johns And Sons,Othello Bowes,Avrit Chanders,Mobile,00-1398218
Spain,90926.92,73050.69,2020-03-24,Smartphones,"Leffler, Prohaska And Streich",Emalia Dinse,Perri Aldersley,Pc,09-9618844
Sweden,72757.01,63378.63,2020-03-05,Other,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,Pc,96-5143420
France,60068.71,47688.55,2020-05-09,Other,Friesen-Rath,Othello Bowes,Crysta Halls,Pc,99-0862667
France,105522.72,86581.39,2019-02-16,Clothing,Gislason-Stanton,Othello Bowes,Amelina Piscopiello,Pc,79-6118087
Luxembourg,61374.06,49099.25,2020-02-20,Games,"Murray, Reichel And Nolan",Ilsa Kob,Jocelyn Laurentino,Pc,07-5296371
Portugal,76856.57,65535.6,2019-05-31,Clothing,"Schowalter, Lesch And Beahan",Celine Tumasian,Hortense Gerring,Pc,93-9111830
Spain,174262.11,143278.31,2019-04-05,Games,Hessel-Stiedemann,Emalia Dinse,Perri Aldersley,Pc,47-0713476
Sweden,151315.26,121173.26,2019-05-23,Beauty,Wiza And Sons,Maxie Marrow,Caro Morfield,Pc,92-2645259
Ireland,50495.53,40749.89,2020-08-31,Smartphones,"Heaney, Gulgowski And Kshlerin",Glenine Suttaby,Palm Wetherald,Mobile,93-4118211
Uk,36534.09,31138.0,2020-07-17,Appliances,Wunsch Llc,Jessamine Apark,Winny Agnolo,Pc,90-7039701
France,134243.39,113019.51,2019-01-21,Beauty,Kihn Inc,Othello Bowes,Maighdiln Upcraft,Pc,64-1003834
France,56068.7,47378.05,2019-02-06,Games,"Dickinson, Hyatt And Berge",Othello Bowes,Ora Grennan,Pc,24-2679038
France,31161.76,27300.82,2020-05-09,Beauty,"Hermiston, Simonis And Wisoky",Othello Bowes,Maighdiln Upcraft,Mobile,06-4986886
France,98915.41,85176.06,2020-04-02,Electronics,Schoen-Keeling,Othello Bowes,Ora Grennan,Mobile,63-5897834
Ireland,114232.68,95795.52,2019-03-23,Clothing,Johns And Sons,Glenine Suttaby,Bunnie Tonbridge,Tablet,45-6860897
Luxembourg,71360.36,59750.03,2019-01-02,Electronics,Tillman And Sons,Ilsa Kob,Jocelyn Laurentino,Pc,40-9830607
Portugal,87459.79,69967.83,2020-11-16,Beauty,Romaguera-Haley,Celine Tumasian,Brynn Dempster,Mobile,09-8360520
Finland,52388.85,45641.17,2020-07-31,Electronics,Johns And Sons,Hube Corey,Mellicent Mattys,Pc,55-6785409
Sweden,178304.35,153573.54,2020-12-09,Electronics,Dibbert Inc,Maxie Marrow,Tarrah Castelletti,Pc,12-4881666
Uk,80013.81,65587.32,2020-01-27,Electronics,Romaguera-Dietrich,Jessamine Apark,Winny Agnolo,Pc,86-7866497
Ireland,88684.7,75337.65,2020-01-23,Other,"Leffler, Prohaska And Streich",Glenine Suttaby,Palm Wetherald,Pc,12-2375671
Uk,161773.31,138283.83,2019-04-30,Books,Johns And Sons,Jessamine Apark,Jay Morefield,Pc,56-6310976
France,108968.67,88395.39,2019-10-17,Books,Johns And Sons,Othello Bowes,Ora Grennan,Pc,08-4398900
Uk,50374.22,44047.22,2019-10-07,Games,Armstrong-Little,Jessamine Apark,Genevra Charrisson,Pc,23-3084772
Sweden,174380.2,151518.96,2019-01-02,Appliances,Larkin-Collier,Maxie Marrow,Tarrah Castelletti,Pc,33-8484080
Bulgaria,81482.69,64721.7,2019-02-09,Electronics,Johns And Sons,Charil Alpe,Shermy Mcgready,Pc,28-0362135
France,108158.8,89328.35,2020-10-09,Appliances,Altenwerth-Konopelski,Othello Bowes,Crysta Halls,Pc,53-4511393
Portugal,76943.74,62870.73,2019-06-01,Electronics,Johns And Sons,Celine Tumasian,Smitty Culverhouse,Pc,50-0521963
Portugal,57345.79,45716.06,2020-11-09,Clothing,Walter Llc,Celine Tumasian,Hortense Gerring,Pc,75-6127722
Sweden,71049.09,58842.86,2019-08-15,Outdoors,Corwin And Sons,Maxie Marrow,Madelon Bront,Pc,99-3994854
France,79205.19,65423.49,2019-05-07,Games,"Christiansen, Donnelly And Bechtelar",Othello Bowes,Avrit Chanders,Tablet,45-5157875
France,42290.45,34255.26,2019-11-10,Clothing,Walter Llc,Othello Bowes,Avrit Chanders,Tablet,97-8921759
France,110090.36,93433.69,2019-02-01,Clothing,"Leffler, Prohaska And Streich",Othello Bowes,Maighdiln Upcraft,Pc,43-6672888
France,121043.69,96750.22,2020-09-28,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,Pc,28-6152726
Finland,130251.55,105386.53,2019-08-05,Beauty,Johns And Sons,Hube Corey,Mellicent Mattys,Pc,26-1201622
France,156110.4,132584.56,2019-07-22,Beauty,Stehr Llc,Othello Bowes,Maighdiln Upcraft,Pc,18-3315246
Sweden,122273.0,104531.19,2020-01-07,Appliances,Romaguera-Haley,Maxie Marrow,Caro Morfield,Pc,40-9114557
Portugal,126021.1,101762.04,2020-06-13,Beauty,Johns And Sons,Celine Tumasian,Hortense Gerring,Mobile,34-8443139
Sweden,69565.47,57808.91,2020-05-23,Beauty,Johns And Sons,Maxie Marrow,Anita Woakes,Pc,79-0393736
Bulgaria,174271.91,142083.89,2019-05-20,Clothing,Hessel-Stiedemann,Charil Alpe,Shermy Mcgready,Pc,58-2923511
Portugal,61994.02,54250.97,2019-02-19,Books,Friesen-Rath,Celine Tumasian,Corene Shirer,Pc,84-1343954
Sweden,207379.28,166442.61,2019-12-18,Accessories,Franecki-White,Maxie Marrow,Anita Woakes,Pc,43-9259516
Sweden,153823.74,129258.09,2020-11-30,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,Mobile,53-0009701
Portugal,251003.51,214105.99,2019-07-30,Clothing,Hilll-Vandervort,Celine Tumasian,Hortense Gerring,Pc,50-2002828
Uk,78013.63,64509.47,2020-04-04,Clothing,"Keeling, Monahan And Pollich",Jessamine Apark,Genevra Charrisson,Pc,90-6933957
Finland,204138.34,165617.44,2019-06-20,Clothing,"Hartmann, Hane And Pfannerstill",Hube Corey,Wat Bowkley,Tablet,98-4201877
Ireland,81358.58,68918.85,2020-08-21,Books,Tillman And Sons,Glenine Suttaby,Palm Wetherald,Mobile,86-2962836
Portugal,81458.94,64434.02,2019-11-14,Books,Johns And Sons,Celine Tumasian,Aurelie Wren,Pc,76-5324325
Sweden,79313.86,63316.25,2020-03-01,Appliances,"Dickinson, Hyatt And Berge",Maxie Marrow,Madelon Bront,Pc,36-3226083
Finland,100978.49,86568.86,2019-08-09,Appliances,Johns And Sons,Hube Corey,Wat Bowkley,Pc,00-8086430
Portugal,172444.09,149681.47,2019-01-05,Smartphones,Larkin-Collier,Celine Tumasian,Hortense Gerring,Pc,98-0946281
Uk,111523.01,98017.57,2020-03-02,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,Pc,82-4770311
Uk,62947.82,49967.98,2019-10-16,Accessories,"Schowalter, Lesch And Beahan",Jessamine Apark,Genevra Charrisson,Pc,34-0265266
France,80294.56,65295.54,2019-10-04,Books,Considine-Fisher,Othello Bowes,Avrit Chanders,Pc,47-9858688
France,234961.46,199388.3,2019-06-02,Accessories,"Heaney, Gulgowski And Kshlerin",Othello Bowes,Maighdiln Upcraft,Mobile,24-9178520
France,214615.79,177637.49,2019-06-30,Games,"Bashirian, Okuneva And Bechtelar",Othello Bowes,Amelina Piscopiello,Pc,17-5553034
France,173418.59,140746.53,2019-05-19,Electronics,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,Pc,03-5073152
France,27400.69,22832.99,2019-09-18,Electronics,Friesen And Sons,Othello Bowes,Maighdiln Upcraft,Pc,19-8109416
Portugal,179323.22,150739.1,2020-08-08,Smartphones,Homenick-Marvin,Celine Tumasian,Brynn Dempster,Tablet,16-5710075
Portugal,135211.42,108534.21,2019-08-12,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,Pc,78-5541691
France,186209.44,148818.58,2019-06-24,Clothing,Friesen-Rath,Othello Bowes,Avrit Chanders,Mobile,69-8016438
Ireland,127591.73,108988.86,2020-04-30,Games,"Swaniawski, Runolfsson And Green",Glenine Suttaby,Palm Wetherald,Mobile,43-7205800
Sweden,53093.47,42533.18,2020-10-25,Clothing,Romaguera-Haley,Maxie Marrow,Anita Woakes,Pc,84-2496865
Netherlands,28787.17,24610.15,2019-08-06,Games,Mcglynn-Prosacco,Denice Amberg,Nero Harbisher,Pc,13-4700827
Uk,49930.87,40174.38,2020-02-21,Outdoors,Labadie And Sons,Jessamine Apark,Genevra Charrisson,Pc,10-5202864
Portugal,48763.58,39435.11,2020-07-14,Smartphones,Labadie And Sons,Celine Tumasian,Smitty Culverhouse,Pc,29-6521179
France,71079.8,56778.54,2019-11-15,Electronics,"Swaniawski, Runolfsson And Green",Othello Bowes,Avrit Chanders,Pc,30-9137723
Sweden,43158.94,36244.88,2019-05-13,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,Pc,55-4422832
France,117538.82,100719.02,2019-07-03,Beauty,Wisoky Inc,Othello Bowes,Avrit Chanders,Pc,12-1257338
Portugal,45725.53,36571.28,2020-07-07,Other,Schoen-Keeling,Celine Tumasian,Aurelie Wren,Mobile,66-6777720
Portugal,77522.57,64227.45,2019-07-31,Outdoors,"Bashirian, Okuneva And Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,53-3568171
Germany,44118.5,38250.74,2020-03-04,Electronics,Romaguera-Dietrich,Rickard Doogood,Casie Macbain,Mobile,77-6124790
Uk,242526.0,212113.24,2019-06-03,Clothing,Hegmann Group,Jessamine Apark,Winny Agnolo,Pc,09-3668672
France,140635.94,115194.9,2020-12-08,Smartphones,Johns And Sons,Othello Bowes,Amelina Piscopiello,Pc,00-5823706
Portugal,157754.36,132166.6,2019-08-09,Books,"Bashirian, Okuneva And Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,67-8646070
France,88977.22,72534.23,2020-10-03,Books,Franecki-White,Othello Bowes,Ora Grennan,Pc,58-1975365
Portugal,74231.25,61604.51,2019-11-11,Beauty,Gislason-Stanton,Celine Tumasian,Brynn Dempster,Mobile,99-7842298
Sweden,131402.37,106383.36,2019-10-03,Beauty,Johns And Sons,Maxie Marrow,Anita Woakes,Pc,80-8019337
Sweden,156505.37,128647.41,2019-05-04,Electronics,"Schmitt, Purdy And Johnson",Maxie Marrow,Alyosha Meah,Pc,76-8416893
Portugal,139200.81,120172.06,2019-08-23,Games,Johns And Sons,Celine Tumasian,Brynn Dempster,Pc,19-3893110
Sweden,121292.94,104384.7,2019-03-23,Beauty,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,Pc,17-3994138
France,84712.13,73004.91,2020-07-11,Books,Altenwerth-Konopelski,Othello Bowes,Ora Grennan,Pc,29-8090560
Portugal,172202.38,149816.07,2019-04-09,Appliances,Morissette Group,Celine Tumasian,Hortense Gerring,Tablet,75-5652593
Sweden,108978.79,95432.73,2019-11-28,Games,"Bashirian, Okuneva And Bechtelar",Maxie Marrow,Madelon Bront,Pc,84-5276032
Portugal,69871.92,58014.66,2020-09-06,Games,Johns And Sons,Celine Tumasian,Smitty Culverhouse,Pc,01-4729172
France,184221.2,150324.5,2019-06-15,Electronics,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,Pc,70-3373325
France,57348.43,47587.73,2019-01-12,Clothing,Hessel-Stiedemann,Othello Bowes,Crysta Halls,Pc,73-6329299
France,197581.29,169485.23,2019-12-13,Electronics,"Christiansen, Donnelly And Bechtelar",Othello Bowes,Ora Grennan,Pc,74-6221213
Portugal,101321.52,86710.96,2019-02-17,Games,Dibbert Inc,Celine Tumasian,Brynn Dempster,Pc,53-1326953
Uk,124234.91,98244.97,2020-09-19,Outdoors,Johns And Sons,Jessamine Apark,Genevra Charrisson,Pc,56-7081196
Portugal,254883.03,213413.56,2019-12-12,Appliances,"Dickinson, Hyatt And Berge",Celine Tumasian,Corene Shirer,Pc,85-9560144
France,57333.85,46308.55,2020-10-24,Other,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,Pc,35-9605742
Portugal,65760.39,56672.3,2020-10-09,Smartphones,"Schowalter, Lesch And Beahan",Celine Tumasian,Aurelie Wren,Pc,30-0037690
Portugal,53485.0,46713.8,2020-02-18,Clothing,Johns And Sons,Celine Tumasian,Corene Shirer,Pc,75-6038587
France,154950.74,133195.66,2019-10-09,Smartphones,Kihn Inc,Othello Bowes,Crysta Halls,Tablet,45-8966277
Uk,19949.11,16364.25,2019-02-25,Beauty,Smith Group,Jessamine Apark,Winny Agnolo,Tablet,23-0941629
France,124784.67,106853.11,2020-05-22,Electronics,"Swaniawski, Runolfsson And Green",Othello Bowes,Ora Grennan,Tablet,44-2757396
Luxembourg,120831.28,95746.71,2020-05-22,Outdoors,Stamm-Zulauf,Ilsa Kob,Jocelyn Laurentino,Pc,21-4464304
Portugal,127631.89,110963.17,2019-11-24,Clothing,"Schowalter, Lesch And Beahan",Celine Tumasian,Corene Shirer,Pc,02-8721192
Luxembourg,68984.17,59560.93,2019-01-11,Beauty,"Schmitt, Purdy And Johnson",Ilsa Kob,Jocelyn Laurentino,Pc,46-9710750
France,56823.17,46583.63,2019-12-21,Beauty,"Rowe, Hermiston And Kessler",Othello Bowes,Ora Grennan,Mobile,26-1781486
Portugal,126974.92,101516.45,2019-01-13,Games,Larkin-Collier,Celine Tumasian,Hortense Gerring,Pc,57-7927520
Portugal,121736.23,106214.86,2020-05-06,Accessories,"Zieme, Bailey And Herzog",Celine Tumasian,Smitty Culverhouse,Pc,95-4271285
France,150287.47,123611.44,2020-08-05,Books,"Fisher, Morar And Skiles",Othello Bowes,Avrit Chanders,Pc,66-4296261
Finland,93007.22,81837.05,2020-11-09,Outdoors,Mcglynn-Prosacco,Hube Corey,Wat Bowkley,Pc,24-8477374
Ireland,165747.2,132912.68,2020-01-21,Books,"Farrell, Swaniawski And Crist",Glenine Suttaby,Bunnie Tonbridge,Pc,96-1991854
Sweden,177215.51,155807.88,2019-05-07,Clothing,"Schmitt, Purdy And Johnson",Maxie Marrow,Alyosha Meah,Pc,54-3353166
France,99132.04,78819.89,2020-03-21,Smartphones,Kirlin And Sons,Othello Bowes,Avrit Chanders,Pc,44-6408586
Germany,180519.86,145968.36,2019-07-04,Games,"Jacobson, Marvin And Brown",Rickard Doogood,Casie Macbain,Pc,86-6107692
France,68173.22,54040.91,2020-11-14,Smartphones,Larkin-Collier,Othello Bowes,Amelina Piscopiello,Pc,89-7513050
Portugal,97439.36,79773.6,2019-08-08,Games,Labadie And Sons,Celine Tumasian,Brynn Dempster,Pc,54-2767741
Sweden,103638.67,84030.23,2020-10-22,Electronics,"Leffler, Prohaska And Streich",Maxie Marrow,Anita Woakes,Pc,24-6905998
Sweden,169810.63,145952.24,2020-11-28,Smartphones,"Schowalter, Lesch And Beahan",Maxie Marrow,Caro Morfield,Pc,35-0173281
France,75264.84,61694.59,2020-09-16,Clothing,Tillman And Sons,Othello Bowes,Ora Grennan,Mobile,93-5465623
Spain,58933.16,51855.29,2019-09-20,Electronics,"Schowalter, Lesch And Beahan",Emalia Dinse,Bertha Walbrook,Mobile,67-2823354
Portugal,168773.6,137398.59,2019-08-22,Games,Tillman And Sons,Celine Tumasian,Corene Shirer,Pc,28-0622425
Portugal,152676.77,122385.7,2020-07-07,Outdoors,"Spencer, Rogahn And Muller",Celine Tumasian,Smitty Culverhouse,Pc,84-0679518
Portugal,116556.81,95448.37,2020-05-24,Outdoors,"Hermiston, Simonis And Wisoky",Celine Tumasian,Hortense Gerring,Pc,95-1195568
France,310539.0,248275.93,2020-12-11,Electronics,Johns And Sons,Othello Bowes,Ora Grennan,Pc,57-2495984
Portugal,106325.72,92705.4,2019-09-19,Games,Goldner-Dibbert,Celine Tumasian,Aurelie Wren,Mobile,77-5229094
Sweden,90602.07,71630.0,2020-03-05,Electronics,Mcglynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,Pc,09-3747816
Spain,120012.56,97762.23,2020-05-11,Games,"Schmitt, Purdy And Johnson",Emalia Dinse,Bertha Walbrook,Mobile,62-9738356
France,143658.22,123158.19,2020-10-30,Appliances,Wisoky Inc,Othello Bowes,Amelina Piscopiello,Pc,22-6938537
Portugal,263571.82,216155.25,2020-06-08,Outdoors,"Dickinson, Hyatt And Berge",Celine Tumasian,Aurelie Wren,Pc,11-0955383
France,131097.05,109203.84,2020-06-26,Beauty,Larkin-Collier,Othello Bowes,Maighdiln Upcraft,Pc,80-1374023
Italy,127830.38,103874.97,2020-05-21,Games,Romaguera-Dietrich,Piggy Roscrigg,Joshua Prevost,Pc,66-7112079
Portugal,129353.22,111593.02,2019-01-18,Games,Kihn Inc,Celine Tumasian,Corene Shirer,Mobile,31-2600204
Sweden,176473.32,139413.92,2019-06-22,Games,Wisoky Inc,Maxie Marrow,Anita Woakes,Pc,00-7031798
Denmark,43609.57,34634.72,2020-03-01,Appliances,Walter Llc,Modestia Byfford,Cobby Andersen,Pc,20-1827241
Portugal,137562.42,112140.88,2020-04-14,Clothing,Dibbert Inc,Celine Tumasian,Hortense Gerring,Pc,80-5941460
France,51504.5,44592.6,2019-09-22,Appliances,Dibbert Inc,Othello Bowes,Amelina Piscopiello,Pc,17-3240628
France,38750.53,31298.8,2019-09-01,Outdoors,Johns And Sons,Othello Bowes,Amelina Piscopiello,Pc,22-5929243
France,111676.46,92791.97,2019-06-08,Beauty,Armstrong-Little,Othello Bowes,Ora Grennan,Pc,35-7483371
Sweden,46849.71,39630.17,2019-08-26,Beauty,"Leffler, Prohaska And Streich",Maxie Marrow,Anita Woakes,Pc,71-1921602
Sweden,296844.24,244926.18,2019-06-08,Other,Walter Llc,Maxie Marrow,Tarrah Castelletti,Pc,22-9949979
Portugal,163492.16,134178.02,2020-08-12,Appliances,"Shanahan, Schaden And Parker",Celine Tumasian,Corene Shirer,Pc,06-8466490
France,116206.87,93104.94,2019-04-15,Games,"Keeling, Monahan And Pollich",Othello Bowes,Amelina Piscopiello,Pc,34-6603897
France,195214.72,154649.1,2019-06-26,Books,"Keeling, Monahan And Pollich",Othello Bowes,Maighdiln Upcraft,Pc,92-3462655
France,168226.52,136818.63,2020-01-25,Smartphones,Altenwerth-Konopelski,Othello Bowes,Avrit Chanders,Pc,26-9826298
Sweden,249842.77,218737.35,2020-07-09,Books,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,Pc,39-5542863
Netherlands,105678.39,89720.95,2020-05-07,Games,Hegmann Group,Denice Amberg,Nero Harbisher,Mobile,18-1809309
Portugal,253580.08,212449.39,2020-07-06,Games,Wyman Group,Celine Tumasian,Brynn Dempster,Pc,51-0837613
France,56705.66,46986.31,2019-02-01,Outdoors,Johns And Sons,Othello Bowes,Crysta Halls,Pc,46-0117523
Sweden,35354.22,30517.76,2019-02-27,Smartphones,"Dickinson, Hyatt And Berge",Maxie Marrow,Caro Morfield,Pc,58-1079558
Portugal,25834.34,22450.04,2020-03-13,Electronics,Romaguera-Dietrich,Celine Tumasian,Brynn Dempster,Mobile,49-9010863
Portugal,121928.48,98408.48,2019-09-19,Clothing,Altenwerth-Konopelski,Celine Tumasian,Brynn Dempster,Mobile,58-2028009
France,167935.31,137942.06,2019-04-18,Games,Romaguera-Haley,Othello Bowes,Amelina Piscopiello,Pc,03-4045721
Portugal,151151.77,124035.14,2019-12-30,Appliances,"Rowe, Hermiston And Kessler",Celine Tumasian,Aurelie Wren,Pc,80-3039005
France,95966.17,75976.42,2019-08-24,Electronics,Littel-Blick,Othello Bowes,Amelina Piscopiello,Pc,90-4449856
Portugal,123424.43,98171.79,2019-04-11,Clothing,"Spencer, Rogahn And Muller",Celine Tumasian,Corene Shirer,Pc,82-2837449
France,128221.13,102217.88,2020-06-21,Clothing,Johns And Sons,Othello Bowes,Amelina Piscopiello,Pc,21-4033151
Portugal,204133.95,167553.15,2020-06-13,Games,"Leffler, Prohaska And Streich",Celine Tumasian,Corene Shirer,Pc,98-6563368
Sweden,89376.84,73646.52,2019-02-17,Beauty,Johns And Sons,Maxie Marrow,Alyosha Meah,Pc,21-2589548
Sweden,110837.96,92106.34,2019-02-25,Electronics,"Dickinson, Hyatt And Berge",Maxie Marrow,Alyosha Meah,Pc,52-7049356
Netherlands,118026.37,99873.91,2020-07-04,Appliances,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,Pc,35-1708827
Portugal,177208.76,151779.3,2019-01-02,Appliances,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,Mobile,22-1266257
Sweden,97148.34,77806.11,2020-04-29,Books,Romaguera-Dietrich,Maxie Marrow,Tarrah Castelletti,Pc,44-9978904
Spain,144530.35,115407.48,2020-08-04,Other,"Swaniawski, Runolfsson And Green",Emalia Dinse,Manuel Goudie,Pc,63-1220717
Sweden,45261.84,37816.27,2020-11-21,Beauty,Tillman And Sons,Maxie Marrow,Madelon Bront,Pc,40-0265810
Bulgaria,105277.2,90759.47,2019-11-21,Books,"Spencer, Rogahn And Muller",Charil Alpe,Shermy Mcgready,Pc,56-6094665
Denmark,65822.05,54790.27,2020-11-11,Clothing,"Keeling, Monahan And Pollich",Modestia Byfford,Case Desorts,Pc,75-3776704
France,78540.62,63987.04,2019-10-08,Clothing,Considine-Fisher,Othello Bowes,Crysta Halls,Pc,55-1050582
Italy,37636.91,30847.21,2020-03-16,Appliances,West-Cummings,Piggy Roscrigg,Joshua Prevost,Mobile,78-8602908
Portugal,138127.81,115240.03,2020-05-24,Appliances,"Hamill, Kulas And Roob",Celine Tumasian,Corene Shirer,Pc,30-3460885
Ireland,37892.58,30010.92,2019-01-21,Electronics,Johns And Sons,Glenine Suttaby,Palm Wetherald,Pc,59-0348389
Bulgaria,65329.65,53237.13,2020-02-26,Clothing,"Christiansen, Donnelly And Bechtelar",Charil Alpe,Shermy Mcgready,Mobile,91-7447818
France,167072.72,135044.88,2019-10-21,Clothing,O'Connell-Mitchell,Othello Bowes,Ora Grennan,Pc,37-6449638
France,164243.32,134121.1,2019-05-20,Smartphones,Kirlin And Sons,Othello Bowes,Amelina Piscopiello,Pc,38-2806168
France,174951.18,142690.18,2019-09-18,Clothing,Tillman And Sons,Othello Bowes,Amelina Piscopiello,Mobile,09-7737652
Portugal,98521.87,84571.17,2020-01-02,Clothing,Johns And Sons,Celine Tumasian,Brynn Dempster,Pc,29-1727395
Portugal,69750.57,60731.82,2019-03-19,Games,Johns And Sons,Celine Tumasian,Hortense Gerring,Pc,92-4695001
Portugal,129022.02,104585.25,2020-06-20,Electronics,Walter Llc,Celine Tumasian,Corene Shirer,Pc,51-2167412
Portugal,41805.53,33352.45,2019-03-23,Appliances,"Abbott, Roberts And Torp",Celine Tumasian,Brynn Dempster,Tablet,27-7169008
Finland,145809.65,123136.25,2019-07-30,Appliances,O'Connell-Mitchell,Hube Corey,Mellicent Mattys,Pc,96-5231814
France,29443.71,23958.35,2020-10-29,Appliances,Johns And Sons,Othello Bowes,Ora Grennan,Pc,03-2027170
Sweden,138443.23,115101.7,2019-06-14,Clothing,Wyman Group,Maxie Marrow,Alyosha Meah,Mobile,99-9599677
Uk,102000.57,87261.49,2020-03-17,Games,Franecki-White,Jessamine Apark,Genevra Charrisson,Pc,22-0725785
Portugal,53181.88,42316.82,2020-01-06,Smartphones,"Christiansen, Donnelly And Bechtelar",Celine Tumasian,Hortense Gerring,Pc,37-6033123
Portugal,99518.86,81854.26,2019-03-12,Books,"Dickinson, Hyatt And Berge",Celine Tumasian,Corene Shirer,Pc,29-5158368
Portugal,79288.03,68536.57,2019-07-08,Clothing,Johns And Sons,Celine Tumasian,Hortense Gerring,Pc,95-4281933
France,111557.68,92470.16,2020-02-15,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,Pc,61-0532585
